asset_id,account_id,standard_product_code,product_code,product_name,product_family,service_status,install_date
SAS00123,SA00469,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-01-14
SAS00124,SA00862,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-11-05
SAS00125,SA00441,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Pending,2023-10-06
SAS00126,SA00618,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-10-05
SAS00127,SA00992,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-10-02
SAS00128,SA00334,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-03-15
SAS00129,SA00955,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-01-04
SAS00130,SA00976,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-03-05
SAS00131,SA00852,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-04-17
SAS00132,SA00649,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-11-12
SAS00133,SA00076,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Pending,2025-09-08
SAS00134,SA00548,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Ceased,2025-05-06
SAS00135,SA00810,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2026-01-04
SAS00136,SA00112,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-12-28
SAS00137,SA00577,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-03-29
SAS00138,SA00109,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-03-30
SAS00139,SA00572,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-03-28
SAS00140,SA00401,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-10-21
SAS00141,SA00026,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-05-01
SAS00142,SA00852,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-09-30
SAS00143,SA00804,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-12-14
SAS00144,SA00449,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-10-15
SAS00145,SA00046,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-12-03
SAS00146,SA00953,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-12-24
SAS00147,SA00339,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-08-04
SAS00148,SA00645,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-06-04
SAS00149,SA00756,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Inactive,2025-07-09
SAS00150,SA00399,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-02-26
SAS00151,SA00592,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2026-01-04
SAS00152,SA00334,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-06-21
SAS00153,SA00990,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-03-06
SAS00154,SA00602,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-07-26
SAS00155,SA00834,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-09-01
SAS00156,SA00689,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-05-03
SAS00157,SA00188,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-11-12
SAS00158,SA00611,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-05-16
SAS00159,SA00651,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-12-21
SAS00160,SA00502,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-10-06
SAS00161,SA00887,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Ceased,2025-09-19
SAS00162,SA00835,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Pending,2025-11-01
SAS00163,SA00702,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-06-28
SAS00164,SA00085,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-03-27
SAS00165,SA00282,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-12-11
SAS00166,SA00563,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-08-22
SAS00167,SA00844,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-03-27
SAS00168,SA00224,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-05-21
SAS00169,SA00461,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-06-28
SAS00170,SA00795,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-12-19
SAS00171,SA00170,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-02-28
SAS00172,SA00584,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-12-11
SAS00173,SA00297,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-11-19
SAS00174,SA00986,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Ceased,2024-07-21
SAS00175,SA00256,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-05-21
SAS00176,SA00146,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-04-28
SAS00177,SA00078,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-07-10
SAS00178,SA00768,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-01-25
SAS00179,SA00336,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-07-10
SAS00180,SA00871,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-03-25
SAS00181,SA00845,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-10-23
SAS00182,SA00561,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-09-20
SAS00183,SA00048,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-07-30
SAS00184,SA00952,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-01-02
SAS00185,SA00706,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Inactive,2024-09-10
SAS00186,SA00096,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-06-18
SAS00187,SA00054,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-04-24
SAS00188,SA00721,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-09-03
SAS00189,SA00608,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-06-30
SAS00190,SA00713,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-05-14
SAS00191,SA00073,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-07-29
SAS00192,SA00377,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-09-30
SAS00193,SA00544,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-12-03
SAS00194,SA00740,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-11-07
SAS00195,SA00881,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-07-25
SAS00196,SA00604,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-05-29
SAS00197,SA00254,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-05-23
SAS00198,SA00798,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-09-09
SAS00199,SA00622,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-03-13
SAS00200,SA00803,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-08-19
SAS00201,SA00654,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-01-25
SAS00202,SA00136,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Inactive,2025-05-11
SAS00203,SA00700,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-05-30
SAS00204,SA00015,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-05-04
SAS00205,SA00294,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-04-30
SAS00206,SA00085,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-11-09
SAS00207,SA00318,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-02-21
SAS00208,SA00335,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-05-16
SAS00209,SA00748,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-06-26
SAS00210,SA00465,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-09-25
SAS00211,SA00013,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-01-24
SAS00212,SA00976,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-06-14
SAS00213,SA00130,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-07-04
SAS00214,SA00344,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-05-11
SAS00215,SA00509,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-04-24
SAS00216,SA00377,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-07-30
SAS00217,SA00234,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-04-01
SAS00218,SA00048,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-11-04
SAS00219,SA00567,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-05-08
SAS00220,SA00255,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Ceased,2024-10-17
SAS00221,SA00586,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-04-18
SAS00222,SA00824,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Pending,2025-04-01
SAS00223,SA00887,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-09-28
SAS00224,SA00567,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-02-15
SAS00225,SA00758,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-01-24
SAS00226,SA00792,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-05-17
SAS00227,SA00955,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-12-10
SAS00228,SA00002,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-09-21
SAS00229,SA00543,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-05-03
SAS00230,SA00096,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Ceased,2025-11-30
SAS00231,SA00470,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-07-15
SAS00232,SA00653,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-05-08
SAS00233,SA00243,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-10-07
SAS00234,SA00326,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-06-02
SAS00235,SA00799,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-08-05
SAS00236,SA00478,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2026-01-02
